ID	name	author	levelUnlock	priceRuby	priceCoin	Song Loop	isLocal	VersionMid	VersionMp3	Midi	Mp3File	Mp3File2	isCrypto	speedBegin	speedIncreaseAfterOneLoop	isTraditionalFile	SongTrackClip	SongTrackSpeed	beginDistanceBySecond	AddStartDistance	typeSong	Category
54	Double Rainbow		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/54_Doublerainbow.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/54_Doublerainbow.mp3		1	1	0.25	1	0;30.0;60	1;1.0204081633;1.0416666667	2800	1000	NEW	1
107	Magical Waltz	Aquarius Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/107_MagicalWaltz_AquariusMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/107_MagicalWaltz_AquariusMusic.mp3		1	1	0.25	1	0;61;102.9	1;1.0204081633;1.0416666667	2550	1000	NEW	2
38	Merry Christmas		37	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/38_Wewishyouamerrychristmas.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/38_Wewishyouamerrychristmas.mp3		1	1	0.25	1	0;20.0;40	1;1.05263158;1.111111111111	2300	1000	NORMAL	2
18	Midnight in Tokyo		38	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/18_Upbeat_Inspring_Pop_Rock.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/18_Upbeat_Inspring_Pop_Rock.mp3		1	1	0.2	1	0;55.0;108.0	1;1.05263158;1.111111111111	2500	1000	NORMAL	3
12	Hungarian Sonata	Richard Clayderman	39	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/12_Hungarian_Sonata.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/12_Hungarian_Sonata.mp3		1	1	0.25	1	0;51.0;78.0	1;1.05263158;1.111111111111	2300	1500	NORMAL	1
96	Funny Story	Lubarsky	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/96_FunnyStory_Lubarsky.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/96_FunnyStory_Lubarsky.mp3		1	1	0.25	1	0;51;81	1;1.0204081633;1.0416666667	3100	1000	NEW	2
30	Happy And Fun		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/30_HappyAndFun_JampointProduction.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/30_HappyAndFun_JampointProduction.mp3		1	1	0.15	1	0;40.0;80	1;1.0204081633;1.0416666667	3000	1000	NEW	2
23	Bright And Happy		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/23_Brightandhappy.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/23_Brightandhappy.mp3		1	1	0.2	1	0;30.0;60	1;1.05263158;1.111111111111	3200	1000	NEW	2
42	Feel Good Day		40	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/42_Feelgoodday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/42_Feelgoodday.mp3		1	1	0.25	1	0;35.0;70	1;1.05263158;1.111111111111	2400	1000	NORMAL	2
68	The Sun Will Shine Again		41	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/68_TheSunWillShineAgain_GianMusic78.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/68_TheSunWillShineAgain_GianMusic78.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2300	1500	NORMAL	1
39	Christmas		42	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/39_Christmas.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/39_Christmas.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	2500	1000	NORMAL	2
106	Lots Of Fun	Rawsome Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/106_LotsOfFun_RawsomeMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/106_LotsOfFun_RawsomeMusic.mp3		1	1	0.25	1	0;47.15;91.44	1;1.0204081633;1.0416666667	4000	1000	NEW	2
110	Piano Romantic	Piano King	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/110_PianoRomantic_PianoKing.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/110_PianoRomantic_PianoKing.mp3		1	1	0.25	1	0;45.38;88	1;1.0204081633;1.0416666667	2800	1000	NEW	2
28	Be Happy Mood		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/28_BeHappyMood_Jenyamuzic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/28_BeHappyMood_Jenyamuzic.mp3		1	1	0.15	1	0;40.0;80.0	1;1.0204081633;1.0416666667	3300	1000	NEW	2
5	Wedding Photograph		43	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/5_Wedding_Photograph.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/5_Wedding_Photograph.mp3		1	1	0.25	1	0;45.0;93	1;1.05263158;1.111111111111	2400	1000	NORMAL	1
63	Mr Bean		44	0	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/63_Mrbean.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/63_Mrbean.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2500	1000	NORMAL	2
34	Winter Holidays		45	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/34_Winterholidays.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/34_Winterholidays.mp3		1	1	0.25	1	0;30.0;60	1;1.05263158;1.11111111111	2600	1000	NORMAL	2
99	Happy Classical Piano	Jerkim007	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/99_HappyClassicalPiano_Jerkim007.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/99_HappyClassicalPiano_Jerkim007.mp3		1	1	0.25	1	0;9.58;28.79	1;1.0204081633;1.0416666667	3000	1000	NEW	1
49	Sun Flower Day		-1	50	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/49_Sunflowerday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/49_Sunflowerday.mp3		1	1	0.13	1	0;40.0;80.0	1;1.0204081633;1.0416666667	3800	1000	NEW	1
10	Piano Inspiration		-1	50	0	1	0	1	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/10_CinematicPianoInspiration_Neoclassic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/10_CinematicPianoInspiration_Neoclassic.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2300	1000	NEW	1
62	ABC Playground		46	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/62_ABCplayground.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/62_ABCplayground.mp3		1	1	0.25	1	0;25.0;50.0	1;1.0204081633;1.0416666667	2400	1000	NORMAL	1
67	Music From Childhood		47	0	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/67_MusicBoxFromChildhood_DIXIDD.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/67_MusicBoxFromChildhood_DIXIDD.mp3		1	1	0.25	1	0;30.0;60.0	1;1.0204081633;1.0416666667	2600	1500	NORMAL	2
75	The Simple 		48	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/75_SimpleInspirationalClassicalPiano_TheJRSoundDesign.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/75_SimpleInspirationalClassicalPiano_TheJRSoundDesign.mp3		1	1	0.25	1	0;30.0;60.0	1;1.0204081633;1.0416666667	2400	1500	NORMAL	1
24	Cute		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/24_Cute.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/24_Cute.mp3		1	1	0.2	1	0;20.0;40	1;1.05263158;1.111111111111	2900	1000	NEW	1
109	Orchestral Waltz	Music Ideas	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/109_OrchestralWaltz_MusicIdeas.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/109_OrchestralWaltz_MusicIdeas.mp3		1	1	0.25	1	0;42.3;70.9	1;1.0204081633;1.0416666667	2680	1000	NEW	1
36	Party Rock		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/36_Partyrock.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/36_Partyrock.mp3		1	1	0.2	1	0;45.0;90	1;1.05263158;1.111111111111	2800	1000	NEW	3
60	Life Begin		49	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/60_LifeBegin.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/60_LifeBegin.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2500	1500	NORMAL	1
41	Jingle Bells		50	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/41_JingleBell2.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/41_JingleBell2.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	2700	1000	NORMAL	2
7	Happy Children		51	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/7_Happychildren.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/7_Happychildren.mp3		1	1	0.25	1	0;40.0;80.0	1;1.05263158;1.111111111111	2700	1000	NORMAL	2
26	Motivation Rock		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/26_MotivationalRock.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/26_MotivationalRock.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	3000	1000	NEW	3
61	Strawberry Cupcakes		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/61_StrawberryCupcakes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/61_StrawberryCupcakes.mp3		1	1	0.15	1	0;30.0;60.0	1;1.0204081633;1.0416666667	3800	1000	NEW	2
104	Kids Polka	Music ABC	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/104_KidsPolka_MusicABC.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/104_KidsPolka_MusicABC.mp3		1	1	0.25	1	0;37.2;73.36	1;1.0204081633;1.0416666667	3450	1000	NEW	2
71	Glorious Morning		52	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/71_GloriousMorning_OliveBeats.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/71_GloriousMorning_OliveBeats.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2500	1500	NORMAL	1
20	In My Heart		53	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/20_In_My_Heart.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/20_In_My_Heart.mp3		1	1	0.25	1	0;48.0;83	1;1.05263158;1.111111111111	2600	1000	NORMAL	1
22	Happy Day		54	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/22_happyday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/22_happyday.mp3		1	1	0.2	1	0;30.0;60.0	1;1.05263158;1.111111111111	2700	1000	NORMAL	2
46	Best Friend Forever		-1	50	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/46_Bestfriend.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/46_Bestfriend.mp3		1	1	0.15	1	0;35.0;70	1;1.0204081633;1.0416666667	3300	1000	NEW	1
83	Rush		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/83_Rush_Columnals.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/83_Rush_Columnals.mid		0	1	0.25	1	0;25.0;50	1;1.0204081633;1.0416666667	3000	500	NEW	1
52	Flying To Sydney		-1	50	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/52_Flyingtosydney.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/52_Flyingtosydney.mp3		1	1	0.15	1	0;35.0;70	1;1.0204081633;1.0416666667	3600	1000	NEW	1
59	Romantic Story		55	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/59_RomanticStory.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/59_RomanticStory.mp3		1	1	0.25	1	0;50.0;100.0	1;1.0204081633;1.0416666667	2700	1500	NORMAL	2
73	Dancing By The River		56	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/73_DancingByTheRiver_Columnals.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/73_DancingByTheRiver_Columnals.mp3		1	1	0.25	1	0;20.0;40.0	1;1.0204081633;1.0416666667	2600	1500	NORMAL	1
33	Let It Snow		57	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/33_Letitsnow.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/33_Letitsnow.mp3		1	1	0.25	1	0;35.0;70	1;1.05263158;1.111111111111	2800	1000	NORMAL	2
58	Inspiration		58	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/58_Inspirational.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/58_Inspirational.mp3		1	1	0.25	1	0;60.0;120.0	1;1.0204081633;1.0416666667	2700	1000	NORMAL	1
100	Happy Piano Solo	Jerkim007	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/100_HappyPianoSolo_Jerkim007.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/100_HappyPianoSolo_Jerkim007.mp3		1	1	0.25	1	0;16.85;33.75	1;1.0204081633;1.0416666667	3400	1000	NEW	1
19	Happy Rock		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/19_HappyRock.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/19_HappyRock.mp3		1	1	0.25	1	0;35.0;70.0	1;1.05263158;1.111111111111	3000	1000	NEW	3
1001	The Simple 		0	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/1001_SimpleInspirationalClassicalPiano_TheJRSoundDesign.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/1001_SimpleInspirationalClassicalPiano_TheJRSoundDesign.mp3		1	1	0.25	1	0;30.0;60.0	1;1.0204081633;1.0416666667	2400	1500	CHALLENGE_BEGINNER	-1
1002	Dancing By The River		0	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/1002_DancingByTheRiver_Columnals.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/1002_DancingByTheRiver_Columnals.mp3		1	1	0.25	1	0;20.0;40.0	1;1.0204081633;1.0416666667	2600	1500	CHALLENGE_SKILLED	-1

